"","baseMean","log2FoldChange","lfcSE","pvalue","padj","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Mlh3",2437.87244971511,0.207569089011764,0.219725958043526,0.0556070343164594,0.429916756786177,1657,2846,2748,2533,1831,3274
"Mir6938",1.64469175280743,0.0061104457763937,0.15626159497636,0.568429305912602,NA,0,2,1,0,2,5
"Acyp1",2720.99509519693,0.0190666888676003,0.120551218752189,0.809040572025543,0.946947636930268,1883,2740,3257,3129,2923,2757
"Zc2hc1c",625.284307864289,-0.0467150709244146,0.141932443298194,0.504728167607589,0.840145004154692,486,695,735,679,756,446
"Nek9",28014.2797918999,0.0104260967811443,0.115792547235582,0.945050310521849,0.98706385932149,20354,26353,34652,35311,28934,26775
"Tmed10",48279.239254705,-0.0268464257999589,0.1224276562541,0.726385727577473,0.922750307471427,36073,46633,61881,60714,50762,40865
"Gm29709",10.1147050116093,0.0223058635883216,0.156108309307281,0.432496035136169,0.816411870186695,5,13,6,10,12,15
"Gm40477",1.44157306938357,0.00427619652423547,0.156277323616918,0.627236881658359,NA,2,4,0,2,0,0
"Gm38543",29.4764211314702,-0.0650146740100251,0.169323107900451,0.142434743859663,0.60833700349446,17,16,62,33,40,20
"Fos",1720.87046281683,0.154431641458842,0.215607739879097,0.0790250688538307,0.504416994556593,1119,1157,1831,3225,1326,2138
"Gm32296",0.49340970818297,0.00182230723753801,0.156350761714051,0.8108729049018,NA,0,2,1,0,0,0
"Gm32348",6.90031979025095,0.0165720234248814,0.155783495034735,0.500527016663808,0.838155818930893,2,5,9,10,6,12
"Jdp2",4620.03254775725,-0.10634451675287,0.14678901478434,0.216772928899045,0.686879650307069,3591,4159,6028,5428,5426,3709
"Batf",1.52567312419906,-0.00270039229245926,0.15609619259092,0.801784030576036,NA,3,0,2,2,0,2
"LOC115488082",0,NA,NA,NA,NA,0,0,0,0,0,0
"Flvcr2",0.544700293200692,7.42387368795593e-05,0.156316537417371,0.998622716833875,NA,0,0,2,2,0,0
"Gm40478",0,NA,NA,NA,NA,0,0,0,0,0,0
"Erg28",3398.40340302636,-0.0522705491588533,0.136603080210208,0.475313748556564,0.830830750562779,2616,3348,4442,4294,3744,2433
"Ttll5",2748.16952075678,-0.017824853087021,0.124776538910835,0.81246226184539,0.947837276947948,1996,2950,3457,2917,2962,2518
"Gm51990",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm51989",0,NA,NA,NA,NA,0,0,0,0,0,0
"Tgfb3",1622.65393183805,-0.135629617441264,0.181268627260729,0.124981338789948,0.589769917525281,1307,1660,2285,1634,1925,1098
"LOC118567974",28.8275299419773,-0.0166344945145436,0.151066095362675,0.697471778928914,0.91307852641196,24,31,42,20,27,31
"Ift43",2188.85836158345,-0.0966595935289008,0.142448132413316,0.250340757182588,0.714468117704515,1741,2094,2828,2404,2501,1807
"Gm805",2.76290317850249,0.0127009164499162,0.156425574023337,0.42075115016453,NA,1,2,2,2,2,8
"Gm32473",0.361490366392528,0.00387197509004775,0.156463184373317,0.632484198498403,NA,0,2,0,0,0,0
"Gm40481",1.72264290929532,-0.000601139662865487,0.156045784228321,0.95499456346121,NA,1,3,0,2,4,0
"Gpatch2l",7719.88868210181,0.0396167465093441,0.120400129379858,0.614416618626205,0.883055894019592,5313,6998,9298,10164,7940,7936
"Gm32666",22.6738047092333,0.0118953860169713,0.153849364644883,0.703823171022305,0.915047421060199,16,20,6,20,35,37
"Gm40483",0,NA,NA,NA,NA,0,0,0,0,0,0
"Esrrb",11.0793388606174,-0.0175624494758266,0.155233869959962,0.53095820671925,0.853748392311609,14,6,11,6,12,16
"LOC118567975",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm22004",1.42481129247626,0.00403350846084338,0.15634642467887,0.589886727991462,NA,0,6,0,0,2,0
"Vash1",14498.2967159281,-0.275459594100822,0.197128121705014,0.0176492721784201,0.243968902612672,11583,10244,20760,15247,18039,13331
"Angel1",2899.06567851706,-0.114593685949282,0.156669666483792,0.187898229473596,0.660191732639945,2470,2709,3774,3380,3238,2129
"Gm32755",0,NA,NA,NA,NA,0,0,0,0,0,0
"Lrrc74a",6.00132521916562,-0.0484589266701401,0.16719818927658,0.00562263080500749,0.127891344832294,8,2,14,0,12,0
"LOC118567976",125.874534481154,-1.07727391159895,0.418861958415559,0.000365214332645445,0.0214739712650288,114,48,176,108,246,74
"Gm32806",37.7925927912879,-0.0373868240836315,0.15461248103671,0.426220672799969,0.812332663473171,41,37,58,38,28,27
"Gm51955",361.920419292516,-0.0448045913270391,0.146251623999161,0.491038210027582,0.835381069226745,230,297,394,469,540,297
"Gm40491",25.2160207919411,-0.0806501713853672,0.18092059894273,0.0683610187446675,0.474534696050786,18,12,43,17,43,23
"LOC118567977",4.86972051417637,0.0156703586979606,0.156341248769595,0.430423730839554,NA,2,10,4,2,4,7
"Irf2bpl",22763.8970179239,0.823183459774192,0.175684184700044,1.71360495259734e-07,6.72359266304682e-05,12770,27887,19133,32784,15712,31611
"Gm26698",63.3788356041238,-0.031979106119293,0.148943285958752,0.562233709339801,0.864873113599584,42,52,73,72,90,60
"LOC118567978",13.8845619723787,0.00287452664046982,0.153368619254698,0.927292025848166,0.982820656490883,5,14,12,20,24,11
"Gm32934",131.352434364251,-1.15680678100939,0.365169755077453,6.21846373590318e-05,0.00579339340655857,100,70,231,90,246,73
"Cipc",4586.87620037117,0.0283538442235368,0.127494609969984,0.725673246759641,0.922719729467336,3375,5348,5635,4988,4423,4224
"Zdhhc22",145.910137472598,-0.0322204004059328,0.151831282951235,0.515900036511897,0.84570760982191,91,49,202,185,198,190
"Tmem63c",2538.31066927795,0.146495877390883,0.191540106021084,0.105473983823512,0.558232345512611,1768,1863,2822,4083,1967,3294
"Ngb",17.3619720762624,-0.017324243123784,0.153187804808477,0.634284408257836,0.890511345727697,16,10,23,17,18,22
"Pomt2",2885.51626718298,-0.0667590886687763,0.142930793692713,0.378082506646652,0.791036675233719,2235,2413,3892,4026,3200,2077
"Gstz1",5544.52991004153,-0.0374728093404148,0.132101268808613,0.613679290205781,0.882699432383754,3971,4326,6965,7851,6425,4802
"Tmed8",9636.35289133519,0.118922449884342,0.145770851493414,0.200720002648349,0.671054457306469,7108,9506,12019,12983,7555,10285
"Gm6566",3.28642197732693,0.0222092826110006,0.157961527662986,0.179943156827908,NA,1,3,1,10,2,4
"Samd15",100.479831126974,0.172494363883433,0.27688168613772,0.03391754003776,0.338874080385278,39,113,104,110,84,173
"Noxred1",59.6575106277019,0.18953709226205,0.325256805577758,0.0214558913920756,0.271100627684838,33,78,49,63,40,100
"Vipas39",7247.58337978463,-0.0145546680390218,0.122443604683562,0.847074814166603,0.958721220027803,5260,6160,9185,9898,7687,6617
"Ahsa1",32770.7858985103,-0.0416512739418185,0.134334957600554,0.572656418921324,0.86904156857207,24557,29221,41720,45805,36717,24233
"LOC118567979",7.80299278098737,-0.0461789015632954,0.164749613521953,0.0644415870779146,0.464145020895157,13,4,14,5,8,2
"Ism2",80.7911557452038,0.0387265813532527,0.154184001622197,0.438196243350182,0.818444151784773,50,57,87,182,77,58
"Gm51956",10.128763014793,0.0143376370163619,0.154889034360966,0.604376309478481,0.879068823894786,8,10,14,8,4,18
"Sptlc2",4138.4189214364,0.0174877110063121,0.119549576223986,0.821642589840735,0.950706678759675,3078,4225,5471,4466,3785,4366
"Gm33444",14.8053789756628,0.0303327194448095,0.158032902890125,0.293288281533544,0.746562400803797,9,16,7,8,14,34
"Alkbh1",4426.19942653692,0.0262330869324161,0.132198775523352,0.720781432693624,0.921136536741726,3512,4684,5366,3918,3949,5431
"Mir3068",56.2072737797053,-0.159702115735288,0.27058812511212,0.0251972972612133,0.294076276937907,48,21,95,52,83,49
"Nrp",915.20158709056,0.0199165798035716,0.123993562435392,0.795951922225953,0.943651406912608,681,909,1104,953,909,1034
"Slirp",4451.11244938985,0.0847593197883688,0.133664263353659,0.305954584848364,0.754185259715013,3300,4786,5099,4937,4028,5009
"Snw1",15194.7194990875,-0.072768284048357,0.130739810732994,0.362585163924257,0.783170135459095,11016,13379,20418,18337,17268,13308
"Gm8300",12.8496156034956,-0.00781626395734597,0.15377345043263,0.789844544424576,0.941693346572467,6,16,20,6,17,14
"Oog1",0.140430804809904,0.0029037799143961,0.156421523080706,0.829882553921128,NA,0,0,0,1,0,0
"Gm4027",10.9051587453648,0.0538483437571387,0.168039913366891,0.0532760852328225,0.421674824826829,2,8,7,18,7,27
"Gm16381",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm21559",10.8088762052357,0.0194849198849577,0.155297980121738,0.510235074728803,0.842436917550976,11,10,8,16,6,14
"Gm21319",15.2656188901403,0.0294583729252352,0.156670916101454,0.382145044932346,0.793416643101115,5,15,24,25,10,19
"BB287469",9.56803562173662,0.0371094360871516,0.161598778061997,0.091810557952325,0.532403599935385,0,7,8,12,6,28
"Gm2001",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm1995",3.89732341943913,0.0118173715884265,0.156157683529412,0.497809116989493,NA,0,3,6,10,3,4
"Gm2016",10.3052437919726,-0.00181951949798173,0.153531561287667,0.948546925330378,0.988048358951206,10,6,13,12,8,14
"Gm2022",6.13835647391676,0.00794218891649188,0.155521833489405,0.686311634912422,0.909805489384585,0,5,15,8,3,10
"Gm2042",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm2046",14.4545423540942,0.0411464348933578,0.160702635848162,0.21703279776893,0.687251598379919,6,26,14,14,11,17
"LOC115487996",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm6803",0.434538516865501,0.00160722746888441,0.156337660095998,0.850909959635552,NA,0,0,1,1,0,1
"Gm46993",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm8587",58.7361495892565,-0.0393755150441851,0.153305248132807,0.443849337041454,0.819569093655332,37,40,68,76,92,50
"Gm5955",0,NA,NA,NA,NA,0,0,0,0,0,0
"Pramel51",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm5662",5.69498498966006,-0.0167364211939469,0.156861155460105,0.325713207084061,0.764920154412609,10,0,8,1,5,9
"Gm7104",0.561723219239615,0.00427598425793886,0.156488118440999,0.514323495421776,NA,0,0,0,4,0,0
"Gm5039",7.2546864713264,0.0281375897336421,0.158144568710917,0.263126967040423,0.725091775867877,3,11,5,7,6,12
"Adck1",3105.41053228602,-0.0368437276840555,0.135099346503893,0.61277786890254,0.882384562016975,2242,2561,3763,4464,3710,2449
"3200001D21Rik",0,NA,NA,NA,NA,0,0,0,0,0,0
"4930473H19Rik",0,NA,NA,NA,NA,0,0,0,0,0,0
"Nrxn3",0.664716933828992,-0.000132781508881167,0.15631097250234,0.98494083127116,NA,0,0,0,0,2,2
"Gm40537",0,NA,NA,NA,NA,0,0,0,0,0,0
"LOC118567980",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm40538",0.280861609619808,0.00368223375894602,0.156452693694698,0.691484860678898,NA,0,0,0,2,0,0
"Dio2",1.44797457443185,0.00431512347251097,0.156278829480223,0.624295013750623,NA,2,2,0,0,0,4
"Gm26512",166.134340880904,0.0874457895249435,0.161635716093089,0.241012406772448,0.70723085508101,99,156,230,234,126,195
"Gm23195",0,NA,NA,NA,NA,0,0,0,0,0,0
"Cep128",1966.98335577232,-0.0260460110637409,0.125163595220609,0.72367245067262,0.922241662153246,1437,2073,2549,2028,2097,1849
"5430427M07Rik",0,NA,NA,NA,NA,0,0,0,0,0,0
"Tshr",4.5303111775974,0.0230202543723342,0.157602602754925,0.266348877062451,NA,2,6,4,6,2,8
"Gm40541",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gtf2a1",4856.24289903829,0.050255676459943,0.144329038193377,0.466096134200044,0.828255113381696,3829,5520,5834,3891,3823,6498
"Gm25776",8.41715994508721,-0.00521491319749206,0.15430003808073,0.839429247525869,0.956434630997392,4,4,13,8,11,13
"Ston2",301.182081470923,0.7914218685277,0.259968002678631,0.000115471627110905,0.00942387043177514,143,400,306,439,188,392
"Gm16876",2.27501241110678,0.00139313374691384,0.156087510430308,0.897497644234834,NA,0,0,0,2,6,6
"Gm34718",0,NA,NA,NA,NA,0,0,0,0,0,0
"Sel1l",13158.10806567,-0.0451639631262283,0.116860759007099,0.555532870632097,0.862401062124832,10207,12353,17295,14621,13421,12780
"Gm40548",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm40892",3.17140922347013,-0.00330643596847263,0.155801914957127,0.817927142102945,NA,6,1,0,6,3,2
"Gm34869",0,NA,NA,NA,NA,0,0,0,0,0,0
"4930559C10Rik",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm23249",0,NA,NA,NA,NA,0,0,0,0,0,0
"Mir8099-2",0.510510289948023,-0.00428022470401911,0.156490659300025,0.526420931377539,NA,0,0,0,0,3,0
"Gm26055",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm40551",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm22246",19.7574381989489,0.0402871065829984,0.158941929534243,0.293207988811413,0.746562400803797,12,16,18,42,16,20
"Flrt2",0.875461453957406,-0.00456935039612136,0.156512831862841,0.406671112142252,NA,4,0,0,0,0,0
"1700019M22Rik",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm40552",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm35274",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm35326",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm47415",0.140430804809904,0.0029037799143961,0.156421523080706,0.829882553921128,NA,0,0,0,1,0,0
"Galc",1567.98735905385,0.0524279003562307,0.129438983968496,0.50890988624487,0.842222740516515,1182,1758,1835,1868,1454,1478
"Gpr65",1.28470395202467,0.00838875906729517,0.156714472440156,0.207649072892164,NA,0,4,0,4,0,0
"Kcnk10",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm40893",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm25486",0,NA,NA,NA,NA,0,0,0,0,0,0
"Spata7",662.180664352458,0.0282013526134021,0.127826071018746,0.711481447957907,0.91707347164604,463,706,810,824,669,597
"Ptpn21",4474.20422725936,0.0114347640788415,0.134958360947552,0.867871019847581,0.96444398933875,3355,5890,5607,4303,4284,3714
"Zc3h14",14291.8014032477,-0.0197035886720685,0.122595035733665,0.804670855083884,0.946537875830296,11031,15006,18695,14175,14009,14332
"Eml5",11501.0342279742,0.0942034566094344,0.185390828335837,0.120736044338548,0.585506620964533,8750,14988,10696,5493,6484,22142
"Gm35463",9.97138386348723,0.00218133194480285,0.154209505406833,0.935950913750862,0.984591031871559,4,5,12,7,14,20
"Ttc8",6832.15582595045,0.0430124034421348,0.120925332627597,0.588923667108388,0.872607812637069,4744,6975,8553,7591,6676,7416
"Gm40554",143.737748866917,-0.0172176225331176,0.142436633092855,0.775270297996319,0.937839728101584,72,135,206,156,183,144
"4930474N09Rik",6.45959920940606,0.0289945029509276,0.159611059359658,0.0967985730882385,0.541833890248644,0,13,7,3,1,16
"Foxn3",4462.00929618069,0.0279775311771974,0.129703531878571,0.697717493757798,0.91307852641196,3525,3717,5507,4740,3918,5918
"Gm46371",266.230396930582,0.228649714933279,0.439322404309205,0.0156607627485803,0.227259276215708,151,372,268,194,126,505
"3300002A11Rik",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm51999",38.8157164327407,-0.0190295552275775,0.15325523038659,0.609645190002382,0.88110723323784,21,12,55,74,57,29
"Gm26839",42.9958016738277,0.084193741245986,0.181486755342861,0.0871955492425812,0.52186881525268,18,31,30,69,43,77
"LOC118568005",8.87306893009152,0.00630343935345671,0.154913573295904,0.785437064031034,0.940320711095482,7,6,16,4,2,20
"Gm35644",28.7546144565046,0.0265355781422388,0.156483104376939,0.398124893244561,0.797853078957743,19,25,47,20,5,63
"1700064M15Rik",75.5491869230706,-0.0787407119749662,0.169867090096275,0.186989205792548,0.65886936882866,65,51,87,59,110,84
"LOC118568007",14.163872459738,-0.00879640136570693,0.155172380709533,0.691157405098044,0.911424117702042,6,0,13,21,30,19
"Gm19951",14.6128827593585,0.0287653237997695,0.1570273321132,0.362227768019326,0.782978403527737,7,12,24,26,5,20
"Efcab11",990.620805050056,0.084768332967178,0.136189056707902,0.306689908728181,0.754635829930293,660,1002,1208,1138,928,1159
"Tdp1",4702.19517151496,-0.123106083933759,0.179225261164616,0.142346551688602,0.60833700349446,3766,3580,6144,6406,6026,3054
"LOC118568006",42.2101825632825,-0.04110361296607,0.155600927948103,0.38995112208477,0.795142625486563,32,39,44,33,66,40
"Kcnk13",58.861677135331,-0.0217222526730421,0.150481732207914,0.642360190631614,0.892836306725218,46,30,74,106,70,42
"Gm51957",0,NA,NA,NA,NA,0,0,0,0,0,0
"Psmc1",39938.7197990219,-0.0866601108017887,0.140676179633247,0.292576801830247,0.746562400803797,29778,34763,52272,49670,47148,32333
"Nrde2",2781.04618334913,-0.0407568907403545,0.131709086970204,0.56997121318454,0.868368434603348,2053,2285,3308,3756,3320,2404
"Gm36263",0.931140435161673,-0.00169604043936419,0.156253046904148,0.828152500001032,NA,2,2,1,0,0,0
"Gm10433",122.690393686292,-0.117431714234647,0.188125744734552,0.123117621297445,0.588558769290481,86,111,200,108,153,100
"Calm1",59388.6888443986,-0.443849426277325,0.214055415911193,0.00271227153563074,0.0818616510968551,48792,42977,87846,63230,78238,44147
"Gm40557",65.3204203986163,-0.00732901579178267,0.146265728196078,0.88657022081869,0.971463160436446,44,64,76,50,80,83
"Gm10432",149.097389375565,0.137500338764974,0.208240642349362,0.0866641703138751,0.520621150329862,78,150,124,223,161,184
"Ttc7b",9085.00088511474,-0.275025666906767,0.217329717485897,0.0238821588790213,0.287813164565074,7291,6637,12579,10444,11736,7192
"Gm51958",39.9824813712207,-2.29859644335104,0.67006766957997,2.12777186574404e-05,0.00262881366855318,38,16,48,10,116,8
"LOC118568008",3.84870954435986,-0.0183540181401419,0.157479863651486,0.184059490976407,NA,6,4,6,0,6,0
"Gm36375",72.6952918912988,-0.000225490166967446,0.1453473653755,0.994587267856721,0.998109489256833,59,81,81,54,75,87
"Rps6ka5",1183.90830516744,0.108230890639495,0.152985735776767,0.204500742380237,0.672897920980534,843,1058,1351,1397,1026,1598
"Gm40558",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm25801",0.361490366392528,0.00387197509004775,0.156463184373317,0.632484198498403,NA,0,2,0,0,0,0
"Dglucy",257.329677519235,0.0529104031498534,0.14940744098362,0.421965074474567,0.810543470245203,163,295,261,396,279,190
"Gpr68",1216.37402374051,-0.0380099613911913,0.127699604136882,0.618354333186105,0.884856463739382,982,1146,1636,1541,1169,1006
"Gm36572",14.933982855529,0.0474939220116321,0.163004454299694,0.174491657633177,0.645820735644781,4,18,15,24,13,20
"Ccdc88c",366.578214030997,-0.0712395044583832,0.154542875422305,0.309187921875979,0.755862562285262,319,396,487,405,399,223
"A630072L19Rik",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm36756",0,NA,NA,NA,NA,0,0,0,0,0,0
"Mir1190",0,NA,NA,NA,NA,0,0,0,0,0,0
"Ppp4r3a",8860.78448093562,0.0144483334604362,0.130253510563592,0.700507487599025,0.914249034177436,6815,9724,10612,7860,8240,10517
"LOC118568009",4.48030578878113,-0.00133630699239354,0.155686492645443,0.927186707372634,NA,0,0,10,6,6,8
"D130020L05Rik",154.505006826175,-0.054813304958862,0.146056186219758,0.43109750579507,0.81592601212772,105,144,214,170,187,133
"Kif4-ps",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm22749",2.24167823887181,-0.0138416871626991,0.156807804375245,0.299759604396831,NA,2,2,6,1,3,0
"Catsperb",0,NA,NA,NA,NA,0,0,0,0,0,0
"Tc2n",4.26554555332675,0.0041608817262106,0.155483836386974,0.818675869180337,NA,0,4,4,6,8,5
"Fbln5",89.1715884761463,0.0680257274465031,0.165675833270984,0.217191133613391,0.687298138471894,54,111,100,63,68,146
"Trip11",3923.14636998504,0.0967232509307785,0.180334351136433,0.145235928596199,0.611295007878593,2992,5138,3874,2482,2588,6410
"Gm20036",133.243357542039,0.053660697779003,0.145262867296441,0.444498089751629,0.819811123093767,88,138,149,155,134,153
"Atxn3",1588.63910262726,0.0325894664609079,0.145467670912415,0.597707712680991,0.875891004943637,1359,1875,1778,1032,1257,2213
"Ndufb1",4562.81841900043,-0.021712035750416,0.136991113188181,0.747518297306713,0.929742647879352,3175,3406,5698,7323,5312,3504
"Cpsf2",9225.09901326356,-0.00735373768828714,0.123148689129603,0.955081584741332,0.989565791868647,6640,10051,11669,9648,9624,8775
"Slc24a4",0.32437674053031,0.00379213620402498,0.156458648721461,0.657770619723928,NA,0,0,0,0,0,2
"Gm25203",0,NA,NA,NA,NA,0,0,0,0,0,0
"Rin3",0.561723219239615,0.00427598425793886,0.156488118440999,0.514323495421776,NA,0,0,0,4,0,0
"Lgmn",30490.3517728435,-0.0837705125447105,0.147889709230242,0.172914684314043,0.644355627659202,24060,21567,41463,41460,36131,23959
"Gm30198",9.13261476843184,-2.31569557068094e-05,0.154410056088156,0.996502425899858,0.998705127990706,11,13,10,3,5,11
"Golga5",5616.90915267721,0.0655473819277899,0.137101758127411,0.407744214520028,0.80352424744397,3912,6140,6771,5458,5208,6813
"Chga",10852.9795228162,-0.0288929364182928,0.13831256020948,0.669311926490899,0.903747341577431,8606,6515,14048,17258,11217,9904
"Itpk1",2704.02567248608,-0.277274418099826,0.264921256098222,0.0264000111385894,0.300053878157222,2359,1541,3767,3264,3421,2292
"Mir1936",0.180745183196264,0.00310074612523339,0.156428548376499,0.829882553921129,NA,0,1,0,0,0,0
"Gm30296",0.162188370265155,0.0030164267285396,0.156425427259905,0.829882553921128,NA,0,0,0,0,0,1
"Gm20604",2188.74634344769,0.013403095238799,0.118509204188269,0.863857348402695,0.962904782677732,1651,1877,2570,2725,2247,2368
"Moap1",1838.67557949729,0.0190176862606577,0.119056791290883,0.808941019571702,0.946947636930268,1360,1587,2176,2317,1885,1979
"Tmem251",740.196574474287,-0.0183531822981556,0.13008657287382,0.800992253773409,0.944750261284573,608,815,997,734,663,693
"Gon7",766.079726954708,0.00308487222644272,0.121097201032253,0.970060958863417,0.992084980135936,570,647,950,952,776,822
"Ubr7",12882.7631217354,-0.000679336492848763,0.126700012086731,0.949146737206114,0.988196345388204,9326,9902,16037,18850,13607,12169
"Btbd7",7511.57433573111,0.0219567759108164,0.129688737198665,0.768506543546246,0.936074572024248,6079,7809,9236,6905,6586,9007
"Cox8c",0,NA,NA,NA,NA,0,0,0,0,0,0
"Unc79",5264.44701476777,0.0834127484184968,0.151697114218252,0.322604082710943,0.763852773189541,3793,3820,6531,6865,4229,7390
"Prima1",842.752616157198,-0.156857508591839,0.223785831682853,0.0688691139694909,0.475833570037089,775,376,1102,966,1088,857
"Fam181a",0,NA,NA,NA,NA,0,0,0,0,0,0
"Gm29508",0,NA,NA,NA,NA,0,0,0,0,0,0
"Asb2",37.8275756503775,0.0164816104604935,0.150509379944881,0.713767167032329,0.918105630371997,26,30,27,50,50,47
"Gm15523",1.88449443271769,-0.00143590879828832,0.156014515483476,0.899985574950043,NA,2,0,2,6,2,0
"Otub2",4096.61860630115,0.0358853369558083,0.131762626759887,0.637240486770805,0.89079102232753,2835,4631,4944,5330,4116,3317
"Ddx24",15110.2359181323,-0.0256379434193611,0.133792484204818,0.655156721916427,0.898572371421139,10737,12457,18878,22351,17637,11581
"LOC118568010",0,NA,NA,NA,NA,0,0,0,0,0,0
"Ifi27l2a",1.08794239722035,0.00131414569283727,0.156138602442809,0.893526654745906,NA,1,0,2,2,0,2
"Ifi27",6378.21975133075,-0.0503834012429115,0.132958133946254,0.508359156513681,0.842222740516515,4334,5555,8045,8067,7854,5518
"LOC118568011",64.0799764079962,0.0627014529367112,0.169911083440308,0.110484957204652,0.567330091437867,35,81,51,22,42,153
"Ifi27l2b",0,NA,NA,NA,NA,0,0,0,0,0,0
"Ppp4r4",0.437730726978703,-0.00412998642575938,0.156480519528188,0.572330457166888,NA,2,0,0,0,0,0
